?uri	?D_title	?D_description	?D_creator_identifier	?D_creator_name	?D_accrualPeriodicity	?D_identifier	?D_issued	?D_keyword	?D_theme	?D_modified	?D_publisher_identifier	?D_publisher_name	?D_rightsHolder_identifier	?D_rightsHolder_name	?D_contactPoint_fn	?D_contactPoint_hasEmail_nonorm	?D_distribution	?D_landingPage	?Dist_description	?Dist_format	?Dist_license	?Dist_title	?Dist_accessURL
<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6>	"Censimento Generale anno 2011 dati definitivi suddivisi per Aree Sub Comunali della città di Matera"	"Il dataset contiene i dati definitivi dell'ISTAT relativi al Censimento Generale della Popolazione e delle Abitazioni per l'anno 2011 suddivisi per Aree Sub Comunali (Quartieri) della città di Matera. A proposito di Censimenti, é bene tracciare una breve storia di essi. Il primo Censimento generale della popolazione in Italia risale al 1861, anno dell'unificazione del Paese nel Regno d'Italia e furono censiti 26 milioni e trecentomila italiani. Dal 1861 al 2011, le tornate censuarie si sono susseguite ogni 10 anni con le eccezioni del 1891, a causa delle difficoltà finanziarie in cui versava il Paese e del 1941 a causa del 2° conflitto mondiale. Altra eccezione é rappresentata dal Censimento del 1936, svolto a soli 5 anni dal precedente a seguito di una riforma legislativa del 1930 che ne aveva modificato la periodicità, subito dopo riportata a cadenza decennale come tutt'ora in vigore. All'ultimo Censimento del 2011, svolto con modalità innovative, la popolazione censita nel nostro Paese supera quota 60 milioni.\r\n\r\nPer favorire la visualizzazione, si è realizzata la seguente [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=4bae1dbb4a9744a58b42d0f4de6bb296)\r\n\r\n\r\n\r\n\r\n\r\n\r\n[link_map]: http://dati.comune.matera.it/blog/grafici/censimento/index.html\r\n\r\n[mappa_logo]: http://www.piersoft.it/opendatamatera/map6.png\r\n"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma"	"2018-01-17T20:19:00.251653"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"censimento"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/956f63dc-b04a-47c5-9668-421210785f26>	<http://dati.comune.matera.it/dataset/censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma>	"File CSV per infografica"	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	"data.csv"	<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/956f63dc-b04a-47c5-9668-421210785f26/download/data.csv>
<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6>	"Censimento Generale anno 2011 dati definitivi suddivisi per Aree Sub Comunali della città di Matera"	"Il dataset contiene i dati definitivi dell'ISTAT relativi al Censimento Generale della Popolazione e delle Abitazioni per l'anno 2011 suddivisi per Aree Sub Comunali (Quartieri) della città di Matera. A proposito di Censimenti, é bene tracciare una breve storia di essi. Il primo Censimento generale della popolazione in Italia risale al 1861, anno dell'unificazione del Paese nel Regno d'Italia e furono censiti 26 milioni e trecentomila italiani. Dal 1861 al 2011, le tornate censuarie si sono susseguite ogni 10 anni con le eccezioni del 1891, a causa delle difficoltà finanziarie in cui versava il Paese e del 1941 a causa del 2° conflitto mondiale. Altra eccezione é rappresentata dal Censimento del 1936, svolto a soli 5 anni dal precedente a seguito di una riforma legislativa del 1930 che ne aveva modificato la periodicità, subito dopo riportata a cadenza decennale come tutt'ora in vigore. All'ultimo Censimento del 2011, svolto con modalità innovative, la popolazione censita nel nostro Paese supera quota 60 milioni.\r\n\r\nPer favorire la visualizzazione, si è realizzata la seguente [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=4bae1dbb4a9744a58b42d0f4de6bb296)\r\n\r\n\r\n\r\n\r\n\r\n\r\n[link_map]: http://dati.comune.matera.it/blog/grafici/censimento/index.html\r\n\r\n[mappa_logo]: http://www.piersoft.it/opendatamatera/map6.png\r\n"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma"	"2018-01-17T20:19:00.251653"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"censimento"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/036f5eb0-e935-4f5a-a02e-84f3ddf37fe8>	<http://dati.comune.matera.it/dataset/censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma>	"Dati definitivi del Censimento Generale anno 2011 della città di Matera in csv "	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	"DatiDefinitiviCens2011AreeSubComunali.csv"	<https://goo.gl/YXTjpn>
<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6>	"Censimento Generale anno 2011 dati definitivi suddivisi per Aree Sub Comunali della città di Matera"	"Il dataset contiene i dati definitivi dell'ISTAT relativi al Censimento Generale della Popolazione e delle Abitazioni per l'anno 2011 suddivisi per Aree Sub Comunali (Quartieri) della città di Matera. A proposito di Censimenti, é bene tracciare una breve storia di essi. Il primo Censimento generale della popolazione in Italia risale al 1861, anno dell'unificazione del Paese nel Regno d'Italia e furono censiti 26 milioni e trecentomila italiani. Dal 1861 al 2011, le tornate censuarie si sono susseguite ogni 10 anni con le eccezioni del 1891, a causa delle difficoltà finanziarie in cui versava il Paese e del 1941 a causa del 2° conflitto mondiale. Altra eccezione é rappresentata dal Censimento del 1936, svolto a soli 5 anni dal precedente a seguito di una riforma legislativa del 1930 che ne aveva modificato la periodicità, subito dopo riportata a cadenza decennale come tutt'ora in vigore. All'ultimo Censimento del 2011, svolto con modalità innovative, la popolazione censita nel nostro Paese supera quota 60 milioni.\r\n\r\nPer favorire la visualizzazione, si è realizzata la seguente [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=4bae1dbb4a9744a58b42d0f4de6bb296)\r\n\r\n\r\n\r\n\r\n\r\n\r\n[link_map]: http://dati.comune.matera.it/blog/grafici/censimento/index.html\r\n\r\n[mappa_logo]: http://www.piersoft.it/opendatamatera/map6.png\r\n"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma"	"2018-01-17T20:19:00.251653"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"censimento"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/ced39183-1192-4442-87f2-2e106071e99a>	<http://dati.comune.matera.it/dataset/censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma>	"Dati definitivi del Censimento Generale 2011 per Aree Sub Comunali della città di Matera in xlsx"	<http://publications.europa.eu/resource/authority/file-type/ARC>	<http://www.opendefinition.org/licenses/cc-by>	"DatiDefinitiviCens2011AreeSubComunali.xlsx"	<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/ced39183-1192-4442-87f2-2e106071e99a/download/datidefinitivicens2011areesubcomunali.xlsx>
<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6>	"Censimento Generale anno 2011 dati definitivi suddivisi per Aree Sub Comunali della città di Matera"	"Il dataset contiene i dati definitivi dell'ISTAT relativi al Censimento Generale della Popolazione e delle Abitazioni per l'anno 2011 suddivisi per Aree Sub Comunali (Quartieri) della città di Matera. A proposito di Censimenti, é bene tracciare una breve storia di essi. Il primo Censimento generale della popolazione in Italia risale al 1861, anno dell'unificazione del Paese nel Regno d'Italia e furono censiti 26 milioni e trecentomila italiani. Dal 1861 al 2011, le tornate censuarie si sono susseguite ogni 10 anni con le eccezioni del 1891, a causa delle difficoltà finanziarie in cui versava il Paese e del 1941 a causa del 2° conflitto mondiale. Altra eccezione é rappresentata dal Censimento del 1936, svolto a soli 5 anni dal precedente a seguito di una riforma legislativa del 1930 che ne aveva modificato la periodicità, subito dopo riportata a cadenza decennale come tutt'ora in vigore. All'ultimo Censimento del 2011, svolto con modalità innovative, la popolazione censita nel nostro Paese supera quota 60 milioni.\r\n\r\nPer favorire la visualizzazione, si è realizzata la seguente [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=4bae1dbb4a9744a58b42d0f4de6bb296)\r\n\r\n\r\n\r\n\r\n\r\n\r\n[link_map]: http://dati.comune.matera.it/blog/grafici/censimento/index.html\r\n\r\n[mappa_logo]: http://www.piersoft.it/opendatamatera/map6.png\r\n"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma"	"2018-01-17T20:19:00.251653"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"popolazione"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/956f63dc-b04a-47c5-9668-421210785f26>	<http://dati.comune.matera.it/dataset/censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma>	"File CSV per infografica"	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	"data.csv"	<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/956f63dc-b04a-47c5-9668-421210785f26/download/data.csv>
<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6>	"Censimento Generale anno 2011 dati definitivi suddivisi per Aree Sub Comunali della città di Matera"	"Il dataset contiene i dati definitivi dell'ISTAT relativi al Censimento Generale della Popolazione e delle Abitazioni per l'anno 2011 suddivisi per Aree Sub Comunali (Quartieri) della città di Matera. A proposito di Censimenti, é bene tracciare una breve storia di essi. Il primo Censimento generale della popolazione in Italia risale al 1861, anno dell'unificazione del Paese nel Regno d'Italia e furono censiti 26 milioni e trecentomila italiani. Dal 1861 al 2011, le tornate censuarie si sono susseguite ogni 10 anni con le eccezioni del 1891, a causa delle difficoltà finanziarie in cui versava il Paese e del 1941 a causa del 2° conflitto mondiale. Altra eccezione é rappresentata dal Censimento del 1936, svolto a soli 5 anni dal precedente a seguito di una riforma legislativa del 1930 che ne aveva modificato la periodicità, subito dopo riportata a cadenza decennale come tutt'ora in vigore. All'ultimo Censimento del 2011, svolto con modalità innovative, la popolazione censita nel nostro Paese supera quota 60 milioni.\r\n\r\nPer favorire la visualizzazione, si è realizzata la seguente [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=4bae1dbb4a9744a58b42d0f4de6bb296)\r\n\r\n\r\n\r\n\r\n\r\n\r\n[link_map]: http://dati.comune.matera.it/blog/grafici/censimento/index.html\r\n\r\n[mappa_logo]: http://www.piersoft.it/opendatamatera/map6.png\r\n"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma"	"2018-01-17T20:19:00.251653"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"popolazione"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/036f5eb0-e935-4f5a-a02e-84f3ddf37fe8>	<http://dati.comune.matera.it/dataset/censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma>	"Dati definitivi del Censimento Generale anno 2011 della città di Matera in csv "	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	"DatiDefinitiviCens2011AreeSubComunali.csv"	<https://goo.gl/YXTjpn>
<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6>	"Censimento Generale anno 2011 dati definitivi suddivisi per Aree Sub Comunali della città di Matera"	"Il dataset contiene i dati definitivi dell'ISTAT relativi al Censimento Generale della Popolazione e delle Abitazioni per l'anno 2011 suddivisi per Aree Sub Comunali (Quartieri) della città di Matera. A proposito di Censimenti, é bene tracciare una breve storia di essi. Il primo Censimento generale della popolazione in Italia risale al 1861, anno dell'unificazione del Paese nel Regno d'Italia e furono censiti 26 milioni e trecentomila italiani. Dal 1861 al 2011, le tornate censuarie si sono susseguite ogni 10 anni con le eccezioni del 1891, a causa delle difficoltà finanziarie in cui versava il Paese e del 1941 a causa del 2° conflitto mondiale. Altra eccezione é rappresentata dal Censimento del 1936, svolto a soli 5 anni dal precedente a seguito di una riforma legislativa del 1930 che ne aveva modificato la periodicità, subito dopo riportata a cadenza decennale come tutt'ora in vigore. All'ultimo Censimento del 2011, svolto con modalità innovative, la popolazione censita nel nostro Paese supera quota 60 milioni.\r\n\r\nPer favorire la visualizzazione, si è realizzata la seguente [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=4bae1dbb4a9744a58b42d0f4de6bb296)\r\n\r\n\r\n\r\n\r\n\r\n\r\n[link_map]: http://dati.comune.matera.it/blog/grafici/censimento/index.html\r\n\r\n[mappa_logo]: http://www.piersoft.it/opendatamatera/map6.png\r\n"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma"	"2018-01-17T20:19:00.251653"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"popolazione"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/ced39183-1192-4442-87f2-2e106071e99a>	<http://dati.comune.matera.it/dataset/censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma>	"Dati definitivi del Censimento Generale 2011 per Aree Sub Comunali della città di Matera in xlsx"	<http://publications.europa.eu/resource/authority/file-type/ARC>	<http://www.opendefinition.org/licenses/cc-by>	"DatiDefinitiviCens2011AreeSubComunali.xlsx"	<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/ced39183-1192-4442-87f2-2e106071e99a/download/datidefinitivicens2011areesubcomunali.xlsx>
<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6>	"Censimento Generale anno 2011 dati definitivi suddivisi per Aree Sub Comunali della città di Matera"	"Il dataset contiene i dati definitivi dell'ISTAT relativi al Censimento Generale della Popolazione e delle Abitazioni per l'anno 2011 suddivisi per Aree Sub Comunali (Quartieri) della città di Matera. A proposito di Censimenti, é bene tracciare una breve storia di essi. Il primo Censimento generale della popolazione in Italia risale al 1861, anno dell'unificazione del Paese nel Regno d'Italia e furono censiti 26 milioni e trecentomila italiani. Dal 1861 al 2011, le tornate censuarie si sono susseguite ogni 10 anni con le eccezioni del 1891, a causa delle difficoltà finanziarie in cui versava il Paese e del 1941 a causa del 2° conflitto mondiale. Altra eccezione é rappresentata dal Censimento del 1936, svolto a soli 5 anni dal precedente a seguito di una riforma legislativa del 1930 che ne aveva modificato la periodicità, subito dopo riportata a cadenza decennale come tutt'ora in vigore. All'ultimo Censimento del 2011, svolto con modalità innovative, la popolazione censita nel nostro Paese supera quota 60 milioni.\r\n\r\nPer favorire la visualizzazione, si è realizzata la seguente [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=4bae1dbb4a9744a58b42d0f4de6bb296)\r\n\r\n\r\n\r\n\r\n\r\n\r\n[link_map]: http://dati.comune.matera.it/blog/grafici/censimento/index.html\r\n\r\n[mappa_logo]: http://www.piersoft.it/opendatamatera/map6.png\r\n"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma"	"2018-01-17T20:19:00.251653"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"statistica"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/956f63dc-b04a-47c5-9668-421210785f26>	<http://dati.comune.matera.it/dataset/censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma>	"File CSV per infografica"	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	"data.csv"	<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/956f63dc-b04a-47c5-9668-421210785f26/download/data.csv>
<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6>	"Censimento Generale anno 2011 dati definitivi suddivisi per Aree Sub Comunali della città di Matera"	"Il dataset contiene i dati definitivi dell'ISTAT relativi al Censimento Generale della Popolazione e delle Abitazioni per l'anno 2011 suddivisi per Aree Sub Comunali (Quartieri) della città di Matera. A proposito di Censimenti, é bene tracciare una breve storia di essi. Il primo Censimento generale della popolazione in Italia risale al 1861, anno dell'unificazione del Paese nel Regno d'Italia e furono censiti 26 milioni e trecentomila italiani. Dal 1861 al 2011, le tornate censuarie si sono susseguite ogni 10 anni con le eccezioni del 1891, a causa delle difficoltà finanziarie in cui versava il Paese e del 1941 a causa del 2° conflitto mondiale. Altra eccezione é rappresentata dal Censimento del 1936, svolto a soli 5 anni dal precedente a seguito di una riforma legislativa del 1930 che ne aveva modificato la periodicità, subito dopo riportata a cadenza decennale come tutt'ora in vigore. All'ultimo Censimento del 2011, svolto con modalità innovative, la popolazione censita nel nostro Paese supera quota 60 milioni.\r\n\r\nPer favorire la visualizzazione, si è realizzata la seguente [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=4bae1dbb4a9744a58b42d0f4de6bb296)\r\n\r\n\r\n\r\n\r\n\r\n\r\n[link_map]: http://dati.comune.matera.it/blog/grafici/censimento/index.html\r\n\r\n[mappa_logo]: http://www.piersoft.it/opendatamatera/map6.png\r\n"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma"	"2018-01-17T20:19:00.251653"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"statistica"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/036f5eb0-e935-4f5a-a02e-84f3ddf37fe8>	<http://dati.comune.matera.it/dataset/censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma>	"Dati definitivi del Censimento Generale anno 2011 della città di Matera in csv "	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	"DatiDefinitiviCens2011AreeSubComunali.csv"	<https://goo.gl/YXTjpn>
<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6>	"Censimento Generale anno 2011 dati definitivi suddivisi per Aree Sub Comunali della città di Matera"	"Il dataset contiene i dati definitivi dell'ISTAT relativi al Censimento Generale della Popolazione e delle Abitazioni per l'anno 2011 suddivisi per Aree Sub Comunali (Quartieri) della città di Matera. A proposito di Censimenti, é bene tracciare una breve storia di essi. Il primo Censimento generale della popolazione in Italia risale al 1861, anno dell'unificazione del Paese nel Regno d'Italia e furono censiti 26 milioni e trecentomila italiani. Dal 1861 al 2011, le tornate censuarie si sono susseguite ogni 10 anni con le eccezioni del 1891, a causa delle difficoltà finanziarie in cui versava il Paese e del 1941 a causa del 2° conflitto mondiale. Altra eccezione é rappresentata dal Censimento del 1936, svolto a soli 5 anni dal precedente a seguito di una riforma legislativa del 1930 che ne aveva modificato la periodicità, subito dopo riportata a cadenza decennale come tutt'ora in vigore. All'ultimo Censimento del 2011, svolto con modalità innovative, la popolazione censita nel nostro Paese supera quota 60 milioni.\r\n\r\nPer favorire la visualizzazione, si è realizzata la seguente [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=4bae1dbb4a9744a58b42d0f4de6bb296)\r\n\r\n\r\n\r\n\r\n\r\n\r\n[link_map]: http://dati.comune.matera.it/blog/grafici/censimento/index.html\r\n\r\n[mappa_logo]: http://www.piersoft.it/opendatamatera/map6.png\r\n"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma"	"2018-01-17T20:19:00.251653"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"statistica"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/ced39183-1192-4442-87f2-2e106071e99a>	<http://dati.comune.matera.it/dataset/censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma>	"Dati definitivi del Censimento Generale 2011 per Aree Sub Comunali della città di Matera in xlsx"	<http://publications.europa.eu/resource/authority/file-type/ARC>	<http://www.opendefinition.org/licenses/cc-by>	"DatiDefinitiviCens2011AreeSubComunali.xlsx"	<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/ced39183-1192-4442-87f2-2e106071e99a/download/datidefinitivicens2011areesubcomunali.xlsx>
<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6>	"Censimento Generale anno 2011 dati definitivi suddivisi per Aree Sub Comunali della città di Matera"	"Il dataset contiene i dati definitivi dell'ISTAT relativi al Censimento Generale della Popolazione e delle Abitazioni per l'anno 2011 suddivisi per Aree Sub Comunali (Quartieri) della città di Matera. A proposito di Censimenti, é bene tracciare una breve storia di essi. Il primo Censimento generale della popolazione in Italia risale al 1861, anno dell'unificazione del Paese nel Regno d'Italia e furono censiti 26 milioni e trecentomila italiani. Dal 1861 al 2011, le tornate censuarie si sono susseguite ogni 10 anni con le eccezioni del 1891, a causa delle difficoltà finanziarie in cui versava il Paese e del 1941 a causa del 2° conflitto mondiale. Altra eccezione é rappresentata dal Censimento del 1936, svolto a soli 5 anni dal precedente a seguito di una riforma legislativa del 1930 che ne aveva modificato la periodicità, subito dopo riportata a cadenza decennale come tutt'ora in vigore. All'ultimo Censimento del 2011, svolto con modalità innovative, la popolazione censita nel nostro Paese supera quota 60 milioni.\r\n\r\nPer favorire la visualizzazione, si è realizzata la seguente [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=4bae1dbb4a9744a58b42d0f4de6bb296)\r\n\r\n\r\n\r\n\r\n\r\n\r\n[link_map]: http://dati.comune.matera.it/blog/grafici/censimento/index.html\r\n\r\n[mappa_logo]: http://www.piersoft.it/opendatamatera/map6.png\r\n"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma"	"2018-01-17T20:19:00.251653"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"demografia"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/956f63dc-b04a-47c5-9668-421210785f26>	<http://dati.comune.matera.it/dataset/censimento-generale-anno-2011-dati-definitivi-suddivisi-per-aree-sub-comunali-della-citta-di-ma>	"File CSV per infografica"	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	"data.csv"	<http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/956f63dc-b04a-47c5-9668-421210785f26/download/data.csv>
