?uri	?D_title	?D_description	?D_creator_name	?D_accrualPeriodicity	?D_issued	?D_keyword	?D_theme	?D_modified	?D_publisher_name	?D_rightsHolder_name	?D_contactPoint_hasEmail_nonorm	?D_landingPage	?Dist_format	?Dist_license	?Dist_accessURL
<http://dati.comune.matera.it/dataset/bd57ba01-b574-4711-9396-aab11ef4f831>	"Aree percorse dal fuoco - Catasto incendi Comune di Matera"	"Legge n. 353/2000\r\nLa legge quadro in materia di incendi boschivi n. 353/2000 definisce divieti, prescrizioni e sanzioni sulle zone boschive e sui pascoli i cui soprassuoli siano stati percorsi dal fuoco prevedendo la possibilità da parte dei comuni di apporre, a seconda dei casi, vincoli di diversa natura sulle zone interessate.\r\n\r\nD.Lgs 42/04 art.142 lett. b) - Sono di interesse paesaggistico e sono sottoposti alle disposizioni di questo Titolo i territori percorsi o danneggiati dal fuoco."	"Ufficio Urbanistica"	<http://publications.europa.eu/resource/authority/frequency/IRREG>	"2018-01-19T23:53:20.318194"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"incendi"	<http://publications.europa.eu/resource/authority/data-theme/JUST>	"2018-02-20T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/aree-percorse-dal-fuoco-catasto-incendi-comune-di-matera>	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	<http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Aaree_percorse_da_fuoco&outputFormat=csv&version=1.0.0&request=GetFeature&service=WFS&access_token=a966fc2108bd11e8919aa0d3c13eef1f>
<http://dati.comune.matera.it/dataset/bd57ba01-b574-4711-9396-aab11ef4f831>	"Aree percorse dal fuoco - Catasto incendi Comune di Matera"	"Legge n. 353/2000\r\nLa legge quadro in materia di incendi boschivi n. 353/2000 definisce divieti, prescrizioni e sanzioni sulle zone boschive e sui pascoli i cui soprassuoli siano stati percorsi dal fuoco prevedendo la possibilità da parte dei comuni di apporre, a seconda dei casi, vincoli di diversa natura sulle zone interessate.\r\n\r\nD.Lgs 42/04 art.142 lett. b) - Sono di interesse paesaggistico e sono sottoposti alle disposizioni di questo Titolo i territori percorsi o danneggiati dal fuoco."	"Ufficio Urbanistica"	<http://publications.europa.eu/resource/authority/frequency/IRREG>	"2018-01-19T23:53:20.318194"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"incendi"	<http://publications.europa.eu/resource/authority/data-theme/JUST>	"2018-02-20T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/aree-percorse-dal-fuoco-catasto-incendi-comune-di-matera>	<http://publications.europa.eu/resource/authority/file-type/KML>	<http://www.opendefinition.org/licenses/cc-by>	<http://wgmatera.paesit.it/geoserver/wms/kml?layers=geonode%3Aaree_percorse_da_fuoco&mode=download&access_token=a966fc2108bd11e8919aa0d3c13eef1f>
<http://dati.comune.matera.it/dataset/77846dce-ac52-4793-a722-2fb941eb9811>	"Elenco Farmacie"	"Elenco, georeferenziato, delle Farmacie di Matera. Consultare la seguente: [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=b45a7bb20fe14afc904eb61387314da1)\r\n"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/QUARTERLY>	"2018-01-17T20:18:51.935816"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"salute"	<http://publications.europa.eu/resource/authority/data-theme/ECON>	"2018-02-02T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/elenco-farmacie>	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	<https://docs.google.com/spreadsheets/d/e/2PACX-1vQCBfAoupivm-Jl1PeCoe0h_UnqEpBpkW3Mc1gSUQi47Kwv6qvhDiEw_7A_45p-qHZ5EOoWkbPboTSm/pub?output=xlsx>
<http://dati.comune.matera.it/dataset/77846dce-ac52-4793-a722-2fb941eb9811>	"Elenco Farmacie"	"Elenco, georeferenziato, delle Farmacie di Matera. Consultare la seguente: [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=b45a7bb20fe14afc904eb61387314da1)\r\n"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/QUARTERLY>	"2018-01-17T20:18:51.935816"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"salute"	<http://publications.europa.eu/resource/authority/data-theme/ECON>	"2018-02-02T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/elenco-farmacie>	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	<https://docs.google.com/spreadsheets/d/e/2PACX-1vQCBfAoupivm-Jl1PeCoe0h_UnqEpBpkW3Mc1gSUQi47Kwv6qvhDiEw_7A_45p-qHZ5EOoWkbPboTSm/pub?output=csv>
<http://dati.comune.matera.it/dataset/77846dce-ac52-4793-a722-2fb941eb9811>	"Elenco Farmacie"	"Elenco, georeferenziato, delle Farmacie di Matera. Consultare la seguente: [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=b45a7bb20fe14afc904eb61387314da1)\r\n"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/QUARTERLY>	"2018-01-17T20:18:51.935816"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"farmacie"	<http://publications.europa.eu/resource/authority/data-theme/ECON>	"2018-02-02T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/elenco-farmacie>	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	<https://docs.google.com/spreadsheets/d/e/2PACX-1vQCBfAoupivm-Jl1PeCoe0h_UnqEpBpkW3Mc1gSUQi47Kwv6qvhDiEw_7A_45p-qHZ5EOoWkbPboTSm/pub?output=xlsx>
<http://dati.comune.matera.it/dataset/77846dce-ac52-4793-a722-2fb941eb9811>	"Elenco Farmacie"	"Elenco, georeferenziato, delle Farmacie di Matera. Consultare la seguente: [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=b45a7bb20fe14afc904eb61387314da1)\r\n"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/QUARTERLY>	"2018-01-17T20:18:51.935816"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"farmacie"	<http://publications.europa.eu/resource/authority/data-theme/ECON>	"2018-02-02T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/elenco-farmacie>	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	<https://docs.google.com/spreadsheets/d/e/2PACX-1vQCBfAoupivm-Jl1PeCoe0h_UnqEpBpkW3Mc1gSUQi47Kwv6qvhDiEw_7A_45p-qHZ5EOoWkbPboTSm/pub?output=csv>
<http://dati.comune.matera.it/dataset/82dac97d-89c2-4b42-824d-c50d3b6893c0>	"Limite dei Rione Sassi"	"PREVISIONE GENERALI DI RECUPERO DEI SASSI - Legge n.771/86"	"Ufficio Urbanistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-20T11:40:00.713943"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"limiti"	<http://publications.europa.eu/resource/authority/data-theme/REGI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/limite-dei-rione-sassi>	<http://publications.europa.eu/resource/authority/file-type/GEOJSON>	<http://www.opendefinition.org/licenses/cc-by>	<http://wgmatera.paesit.it/geoserver/wfs?srsName=EPSG%3A4326&typename=geonode%3Alimite_rione_sassi&outputFormat=json&version=1.0.0&service=WFS&request=GetFeature&access_token=35dd11612af311e8a75ea0d3c13eef1f>
<http://dati.comune.matera.it/dataset/82dac97d-89c2-4b42-824d-c50d3b6893c0>	"Limite dei Rione Sassi"	"PREVISIONE GENERALI DI RECUPERO DEI SASSI - Legge n.771/86"	"Ufficio Urbanistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-20T11:40:00.713943"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"limiti"	<http://publications.europa.eu/resource/authority/data-theme/REGI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/limite-dei-rione-sassi>	<http://publications.europa.eu/resource/authority/file-type/KML>	<http://www.opendefinition.org/licenses/cc-by>	<http://wgmatera.paesit.it/geoserver/wms/kml?layers=geonode%3Alimite_rione_sassi&mode=download&access_token=35dd11612af311e8a75ea0d3c13eef1f>
<http://dati.comune.matera.it/dataset/82dac97d-89c2-4b42-824d-c50d3b6893c0>	"Limite dei Rione Sassi"	"PREVISIONE GENERALI DI RECUPERO DEI SASSI - Legge n.771/86"	"Ufficio Urbanistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-20T11:40:00.713943"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"limiti"	<http://publications.europa.eu/resource/authority/data-theme/REGI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/limite-dei-rione-sassi>	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	<http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Alimite_rione_sassi&outputFormat=csv&version=1.0.0&request=GetFeature&service=WFS&access_token=35dd11612af311e8a75ea0d3c13eef1f>
<http://dati.comune.matera.it/dataset/82dac97d-89c2-4b42-824d-c50d3b6893c0>	"Limite dei Rione Sassi"	"PREVISIONE GENERALI DI RECUPERO DEI SASSI - Legge n.771/86"	"Ufficio Urbanistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-20T11:40:00.713943"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"limiti"	<http://publications.europa.eu/resource/authority/data-theme/REGI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/limite-dei-rione-sassi>	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	<http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Alimite_rione_sassi&outputFormat=excel&version=1.0.0&request=GetFeature&service=WFS&access_token=35dd11612af311e8a75ea0d3c13eef1f>
<http://dati.comune.matera.it/dataset/82dac97d-89c2-4b42-824d-c50d3b6893c0>	"Limite dei Rione Sassi"	"PREVISIONE GENERALI DI RECUPERO DEI SASSI - Legge n.771/86"	"Ufficio Urbanistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-20T11:40:00.713943"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"limiti"	<http://publications.europa.eu/resource/authority/data-theme/REGI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/limite-dei-rione-sassi>	<http://publications.europa.eu/resource/authority/file-type/ZIP>	<http://www.opendefinition.org/licenses/cc-by>	<http://wgmatera.paesit.it/geoserver/wfs?format_options=charset%3AUTF-8&typename=geonode%3Alimite_rione_sassi&outputFormat=SHAPE-ZIP&version=1.0.0&service=WFS&request=GetFeature&access_token=35dd11612af311e8a75ea0d3c13eef1f>
<http://dati.comune.matera.it/dataset/82dac97d-89c2-4b42-824d-c50d3b6893c0>	"Limite dei Rione Sassi"	"PREVISIONE GENERALI DI RECUPERO DEI SASSI - Legge n.771/86"	"Ufficio Urbanistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-20T11:40:00.713943"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"sassi"	<http://publications.europa.eu/resource/authority/data-theme/REGI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/limite-dei-rione-sassi>	<http://publications.europa.eu/resource/authority/file-type/GEOJSON>	<http://www.opendefinition.org/licenses/cc-by>	<http://wgmatera.paesit.it/geoserver/wfs?srsName=EPSG%3A4326&typename=geonode%3Alimite_rione_sassi&outputFormat=json&version=1.0.0&service=WFS&request=GetFeature&access_token=35dd11612af311e8a75ea0d3c13eef1f>
<http://dati.comune.matera.it/dataset/82dac97d-89c2-4b42-824d-c50d3b6893c0>	"Limite dei Rione Sassi"	"PREVISIONE GENERALI DI RECUPERO DEI SASSI - Legge n.771/86"	"Ufficio Urbanistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-20T11:40:00.713943"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"sassi"	<http://publications.europa.eu/resource/authority/data-theme/REGI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/limite-dei-rione-sassi>	<http://publications.europa.eu/resource/authority/file-type/KML>	<http://www.opendefinition.org/licenses/cc-by>	<http://wgmatera.paesit.it/geoserver/wms/kml?layers=geonode%3Alimite_rione_sassi&mode=download&access_token=35dd11612af311e8a75ea0d3c13eef1f>
<http://dati.comune.matera.it/dataset/82dac97d-89c2-4b42-824d-c50d3b6893c0>	"Limite dei Rione Sassi"	"PREVISIONE GENERALI DI RECUPERO DEI SASSI - Legge n.771/86"	"Ufficio Urbanistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-20T11:40:00.713943"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"sassi"	<http://publications.europa.eu/resource/authority/data-theme/REGI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/limite-dei-rione-sassi>	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	<http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Alimite_rione_sassi&outputFormat=csv&version=1.0.0&request=GetFeature&service=WFS&access_token=35dd11612af311e8a75ea0d3c13eef1f>
<http://dati.comune.matera.it/dataset/82dac97d-89c2-4b42-824d-c50d3b6893c0>	"Limite dei Rione Sassi"	"PREVISIONE GENERALI DI RECUPERO DEI SASSI - Legge n.771/86"	"Ufficio Urbanistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-20T11:40:00.713943"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"sassi"	<http://publications.europa.eu/resource/authority/data-theme/REGI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/limite-dei-rione-sassi>	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	<http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Alimite_rione_sassi&outputFormat=excel&version=1.0.0&request=GetFeature&service=WFS&access_token=35dd11612af311e8a75ea0d3c13eef1f>
<http://dati.comune.matera.it/dataset/82dac97d-89c2-4b42-824d-c50d3b6893c0>	"Limite dei Rione Sassi"	"PREVISIONE GENERALI DI RECUPERO DEI SASSI - Legge n.771/86"	"Ufficio Urbanistica"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-20T11:40:00.713943"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"sassi"	<http://publications.europa.eu/resource/authority/data-theme/REGI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/limite-dei-rione-sassi>	<http://publications.europa.eu/resource/authority/file-type/ZIP>	<http://www.opendefinition.org/licenses/cc-by>	<http://wgmatera.paesit.it/geoserver/wfs?format_options=charset%3AUTF-8&typename=geonode%3Alimite_rione_sassi&outputFormat=SHAPE-ZIP&version=1.0.0&service=WFS&request=GetFeature&access_token=35dd11612af311e8a75ea0d3c13eef1f>
<http://dati.comune.matera.it/dataset/4191b45b-e248-406f-91f2-501cbc3690b4>	"Linea Sassi Trasporti Urbani del Comune di Matera 2015"	"L'Assessore al Traffico ed ai Trasporti Giovanna Visceglia, al fine di migliorare la fruibilità e fornire maggiori informazioni sul servizio di trasporto urbano  della \"Linea Sassi\", ha messo in campo alcune iniziative tra cui la pubblicazione di questo dataset con georeferenziazione delle fermate con i relativi orari validi per il periodo dal 26 gennaio al 7 marzo 2015 ed il collegamento in html alla mappa del percorso e delle fermate della predetta linea.\r\n\r\nEsempio di [__Mappa__](http://umap.openstreetmap.fr/it/map/linea-sassi-di-matera_22487#15/40.6648/16.6118)"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/UNKNOWN>	"2018-01-17T20:18:42.091622"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"fermate"	<http://publications.europa.eu/resource/authority/data-theme/TRAN>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/linea-sassi-trasporti-urbani-del-comune-di-matera>	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	<http://dati.comune.matera.it/dataset/4191b45b-e248-406f-91f2-501cbc3690b4/resource/85751df0-ffd1-4899-ac35-1ed1edb38e60/download/lineasassifermateorari.csv>
<http://dati.comune.matera.it/dataset/4191b45b-e248-406f-91f2-501cbc3690b4>	"Linea Sassi Trasporti Urbani del Comune di Matera 2015"	"L'Assessore al Traffico ed ai Trasporti Giovanna Visceglia, al fine di migliorare la fruibilità e fornire maggiori informazioni sul servizio di trasporto urbano  della \"Linea Sassi\", ha messo in campo alcune iniziative tra cui la pubblicazione di questo dataset con georeferenziazione delle fermate con i relativi orari validi per il periodo dal 26 gennaio al 7 marzo 2015 ed il collegamento in html alla mappa del percorso e delle fermate della predetta linea.\r\n\r\nEsempio di [__Mappa__](http://umap.openstreetmap.fr/it/map/linea-sassi-di-matera_22487#15/40.6648/16.6118)"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/UNKNOWN>	"2018-01-17T20:18:42.091622"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"fermate"	<http://publications.europa.eu/resource/authority/data-theme/TRAN>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/linea-sassi-trasporti-urbani-del-comune-di-matera>	<http://publications.europa.eu/resource/authority/file-type/GEOJSON>	<http://www.opendefinition.org/licenses/cc-by>	<http://dati.comune.matera.it/dataset/4191b45b-e248-406f-91f2-501cbc3690b4/resource/2beefaaa-ae96-48ab-849f-b20d480464dd/download/linea-sassi-geojson.geojson>
<http://dati.comune.matera.it/dataset/4191b45b-e248-406f-91f2-501cbc3690b4>	"Linea Sassi Trasporti Urbani del Comune di Matera 2015"	"L'Assessore al Traffico ed ai Trasporti Giovanna Visceglia, al fine di migliorare la fruibilità e fornire maggiori informazioni sul servizio di trasporto urbano  della \"Linea Sassi\", ha messo in campo alcune iniziative tra cui la pubblicazione di questo dataset con georeferenziazione delle fermate con i relativi orari validi per il periodo dal 26 gennaio al 7 marzo 2015 ed il collegamento in html alla mappa del percorso e delle fermate della predetta linea.\r\n\r\nEsempio di [__Mappa__](http://umap.openstreetmap.fr/it/map/linea-sassi-di-matera_22487#15/40.6648/16.6118)"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/UNKNOWN>	"2018-01-17T20:18:42.091622"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"percorso"	<http://publications.europa.eu/resource/authority/data-theme/TRAN>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/linea-sassi-trasporti-urbani-del-comune-di-matera>	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	<http://dati.comune.matera.it/dataset/4191b45b-e248-406f-91f2-501cbc3690b4/resource/85751df0-ffd1-4899-ac35-1ed1edb38e60/download/lineasassifermateorari.csv>
<http://dati.comune.matera.it/dataset/4191b45b-e248-406f-91f2-501cbc3690b4>	"Linea Sassi Trasporti Urbani del Comune di Matera 2015"	"L'Assessore al Traffico ed ai Trasporti Giovanna Visceglia, al fine di migliorare la fruibilità e fornire maggiori informazioni sul servizio di trasporto urbano  della \"Linea Sassi\", ha messo in campo alcune iniziative tra cui la pubblicazione di questo dataset con georeferenziazione delle fermate con i relativi orari validi per il periodo dal 26 gennaio al 7 marzo 2015 ed il collegamento in html alla mappa del percorso e delle fermate della predetta linea.\r\n\r\nEsempio di [__Mappa__](http://umap.openstreetmap.fr/it/map/linea-sassi-di-matera_22487#15/40.6648/16.6118)"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/UNKNOWN>	"2018-01-17T20:18:42.091622"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"percorso"	<http://publications.europa.eu/resource/authority/data-theme/TRAN>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/linea-sassi-trasporti-urbani-del-comune-di-matera>	<http://publications.europa.eu/resource/authority/file-type/GEOJSON>	<http://www.opendefinition.org/licenses/cc-by>	<http://dati.comune.matera.it/dataset/4191b45b-e248-406f-91f2-501cbc3690b4/resource/2beefaaa-ae96-48ab-849f-b20d480464dd/download/linea-sassi-geojson.geojson>
<http://dati.comune.matera.it/dataset/4191b45b-e248-406f-91f2-501cbc3690b4>	"Linea Sassi Trasporti Urbani del Comune di Matera 2015"	"L'Assessore al Traffico ed ai Trasporti Giovanna Visceglia, al fine di migliorare la fruibilità e fornire maggiori informazioni sul servizio di trasporto urbano  della \"Linea Sassi\", ha messo in campo alcune iniziative tra cui la pubblicazione di questo dataset con georeferenziazione delle fermate con i relativi orari validi per il periodo dal 26 gennaio al 7 marzo 2015 ed il collegamento in html alla mappa del percorso e delle fermate della predetta linea.\r\n\r\nEsempio di [__Mappa__](http://umap.openstreetmap.fr/it/map/linea-sassi-di-matera_22487#15/40.6648/16.6118)"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/UNKNOWN>	"2018-01-17T20:18:42.091622"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"trasporti urbani"	<http://publications.europa.eu/resource/authority/data-theme/TRAN>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/linea-sassi-trasporti-urbani-del-comune-di-matera>	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	<http://dati.comune.matera.it/dataset/4191b45b-e248-406f-91f2-501cbc3690b4/resource/85751df0-ffd1-4899-ac35-1ed1edb38e60/download/lineasassifermateorari.csv>
<http://dati.comune.matera.it/dataset/4191b45b-e248-406f-91f2-501cbc3690b4>	"Linea Sassi Trasporti Urbani del Comune di Matera 2015"	"L'Assessore al Traffico ed ai Trasporti Giovanna Visceglia, al fine di migliorare la fruibilità e fornire maggiori informazioni sul servizio di trasporto urbano  della \"Linea Sassi\", ha messo in campo alcune iniziative tra cui la pubblicazione di questo dataset con georeferenziazione delle fermate con i relativi orari validi per il periodo dal 26 gennaio al 7 marzo 2015 ed il collegamento in html alla mappa del percorso e delle fermate della predetta linea.\r\n\r\nEsempio di [__Mappa__](http://umap.openstreetmap.fr/it/map/linea-sassi-di-matera_22487#15/40.6648/16.6118)"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/UNKNOWN>	"2018-01-17T20:18:42.091622"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"trasporti urbani"	<http://publications.europa.eu/resource/authority/data-theme/TRAN>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/linea-sassi-trasporti-urbani-del-comune-di-matera>	<http://publications.europa.eu/resource/authority/file-type/GEOJSON>	<http://www.opendefinition.org/licenses/cc-by>	<http://dati.comune.matera.it/dataset/4191b45b-e248-406f-91f2-501cbc3690b4/resource/2beefaaa-ae96-48ab-849f-b20d480464dd/download/linea-sassi-geojson.geojson>
